,Date_x,Open,High,Low,Close,Adj Close,PP,R1,S1,R2,S2,R3,S3,R4,S4,R5,S5
42,2019-12-10,2.2,2.28,2.14,2.27,2.27,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
43,2019-12-11,2.26,2.32,2.23,2.26,2.26,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
44,2019-12-12,2.3,2.33,2.26,2.27,2.27,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
45,2019-12-13,2.31,2.43,2.29,2.39,2.39,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
46,2019-12-16,2.44,2.55,2.39,2.48,2.48,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
47,2019-12-17,2.54,2.63,2.5,2.59,2.59,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
48,2019-12-18,2.58,2.67,2.54,2.63,2.63,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
49,2019-12-19,2.69,2.73,2.61,2.62,2.62,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
50,2019-12-20,2.65,2.72,2.63,2.69,2.69,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
51,2019-12-23,2.74,2.76,2.65,2.67,2.67,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
52,2019-12-24,2.63,2.63,2.45,2.53,2.53,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
53,2019-12-26,2.45,2.52,2.35,2.51,2.51,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
54,2019-12-27,2.54,2.55,2.41,2.42,2.42,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
55,2019-12-30,2.92,4.87,2.88,3.72,3.72,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
56,2019-12-31,4.15,4.42,3.82,4.02,4.02,2.0866666666666664,2.6833333333333327,1.673333333333333,3.0966666666666667,1.0766666666666664,3.693333333333333,0.6633333333333331,4.29,0.25,4.886666666666666,-0.163333333333334
57,2020-01-02,4.1,4.1,3.61,3.72,3.72,3.6666666666666665,5.223333333333333,2.463333333333333,6.426666666666667,0.9066666666666663,7.983333333333333,-0.29666666666666774,9.54,-1.5,11.096666666666668,-2.703333333333335
58,2020-01-03,3.5,3.9,3.48,3.83,3.83,3.6666666666666665,5.223333333333333,2.463333333333333,6.426666666666667,0.9066666666666663,7.983333333333333,-0.29666666666666774,9.54,-1.5,11.096666666666668,-2.703333333333335
59,2020-01-06,4.19,4.24,3.66,3.68,3.68,3.6666666666666665,5.223333333333333,2.463333333333333,6.426666666666667,0.9066666666666663,7.983333333333333,-0.29666666666666774,9.54,-1.5,11.096666666666668,-2.703333333333335
60,2020-01-07,3.7,3.73,3.21,3.24,3.24,3.6666666666666665,5.223333333333333,2.463333333333333,6.426666666666667,0.9066666666666663,7.983333333333333,-0.29666666666666774,9.54,-1.5,11.096666666666668,-2.703333333333335
61,2020-01-08,3.14,3.49,3.13,3.39,3.39,3.6666666666666665,5.223333333333333,2.463333333333333,6.426666666666667,0.9066666666666663,7.983333333333333,-0.29666666666666774,9.54,-1.5,11.096666666666668,-2.703333333333335
62,2020-01-09,3.44,3.58,3.33,3.46,3.46,3.6666666666666665,5.223333333333333,2.463333333333333,6.426666666666667,0.9066666666666663,7.983333333333333,-0.29666666666666774,9.54,-1.5,11.096666666666668,-2.703333333333335
63,2020-01-10,3.49,3.58,3.4,3.51,3.51,3.6666666666666665,5.223333333333333,2.463333333333333,6.426666666666667,0.9066666666666663,7.983333333333333,-0.29666666666666774,9.54,-1.5,11.096666666666668,-2.703333333333335
64,2020-01-13,3.71,3.73,3.52,3.7,3.7,3.6666666666666665,5.223333333333333,2.463333333333333,6.426666666666667,0.9066666666666663,7.983333333333333,-0.29666666666666774,9.54,-1.5,11.096666666666668,-2.703333333333335
65,2020-01-14,3.7,3.82,3.61,3.76,3.76,3.6666666666666665,5.223333333333333,2.463333333333333,6.426666666666667,0.9066666666666663,7.983333333333333,-0.29666666666666774,9.54,-1.5,11.096666666666668,-2.703333333333335
66,2020-01-15,4.19,4.48,4.0,4.29,4.29,3.6666666666666665,5.223333333333333,2.463333333333333,6.426666666666667,0.9066666666666663,7.983333333333333,-0.29666666666666774,9.54,-1.5,11.096666666666668,-2.703333333333335
67,2020-01-16,3.99,4.4,3.91,4.37,4.37,3.6666666666666665,5.223333333333333,2.463333333333333,6.426666666666667,0.9066666666666663,7.983333333333333,-0.29666666666666774,9.54,-1.5,11.096666666666668,-2.703333333333335
68,2020-01-17,4.51,4.71,4.46,4.67,4.67,3.6666666666666665,5.223333333333333,2.463333333333333,6.426666666666667,0.9066666666666663,7.983333333333333,-0.29666666666666774,9.54,-1.5,11.096666666666668,-2.703333333333335
69,2020-01-21,4.6,5.29,4.52,5.17,5.17,3.6666666666666665,5.223333333333333,2.463333333333333,6.426666666666667,0.9066666666666663,7.983333333333333,-0.29666666666666774,9.54,-1.5,11.096666666666668,-2.703333333333335
