Date,Open,High,Low,Close,Adj Close,Volume
2019-10-21,1.520000,1.770000,1.490000,1.510000,1.510000,133358200
2019-10-28,1.430000,1.550000,1.360000,1.520000,1.520000,116094800
2019-11-04,1.650000,2.460000,1.580000,1.980000,1.980000,436326800
2019-11-11,1.900000,2.050000,1.660000,1.800000,1.800000,165702800
2019-11-18,1.880000,2.050000,1.730000,1.940000,1.940000,140051800
2019-11-25,1.990000,2.500000,1.960000,2.270000,2.270000,201968000
2019-12-02,2.350000,2.580000,2.200000,2.260000,2.260000,202502700
2019-12-09,2.210000,2.430000,2.110000,2.390000,2.390000,136792800
2019-12-16,2.440000,2.730000,2.390000,2.690000,2.690000,201655200
2019-12-23,2.740000,2.760000,2.350000,2.420000,2.420000,142328700
2019-12-30,2.920000,4.870000,2.880000,3.830000,3.830000,834361800
2020-01-06,4.190000,4.240000,3.130000,3.510000,3.510000,368345100
2020-01-13,3.710000,4.710000,3.520000,4.670000,4.670000,558847600
2020-01-20,4.600000,5.650000,4.310000,4.660000,4.660000,556629600
2020-01-27,3.990000,4.380000,3.670000,3.780000,3.780000,357785100
2020-02-03,3.540000,4.700000,3.520000,3.810000,3.810000,427746400
2020-02-10,3.670000,4.200000,3.620000,3.770000,3.770000,284296900
2020-02-17,3.900000,4.400000,3.760000,4.080000,4.080000,248256600
2020-02-24,3.790000,5.190000,3.760000,4.130000,4.130000,473693700
2020-03-02,4.150000,4.210000,3.420000,3.550000,3.550000,287109400
2020-03-09,3.010000,3.540000,2.980000,3.110000,3.110000,215541800
2020-03-16,2.870000,3.120000,2.110000,2.400000,2.400000,256587700
2020-03-23,2.340000,3.070000,2.150000,2.840000,2.840000,237485000
2020-03-30,2.810000,2.880000,2.220000,2.400000,2.400000,145992700
2020-04-06,2.480000,2.820000,2.400000,2.670000,2.670000,132139200
2020-04-13,2.670000,3.410000,2.630000,3.210000,3.210000,163064000
2020-04-20,3.180000,3.350000,2.910000,2.940000,2.940000,92581700
2020-04-27,3.000000,3.980000,2.950000,3.180000,3.180000,236864000
2020-05-04,3.080000,3.800000,3.080000,3.770000,3.770000,154649500
2020-05-11,3.720000,3.780000,3.270000,3.370000,3.370000,107199500
2020-05-18,3.500000,3.820000,3.180000,3.270000,3.270000,166110200
2020-05-25,3.420000,4.200000,3.400000,3.980000,3.980000,243719100
2020-06-01,4.000000,6.200000,3.960000,5.590000,5.590000,614773000
2020-06-08,5.810000,6.950000,5.660000,6.100000,6.100000,509227600
2020-06-15,5.970000,7.630000,5.920000,7.340000,7.340000,466459400
2020-06-22,7.860000,7.900000,6.500000,6.900000,6.900000,376985200
2020-06-29,6.980000,9.400000,6.710000,9.380000,9.380000,416895200
2020-07-06,11.050000,15.730000,10.700000,14.980000,14.980000,1979849000
2020-07-13,15.260000,16.440001,10.460000,11.090000,11.090000,1048311500
2020-07-20,11.420000,13.580000,10.910000,11.820000,11.820000,584709300
2020-07-27,12.030000,13.000000,11.270000,11.940000,11.940000,350463600
2020-08-03,12.530000,14.530000,12.460000,13.420000,13.420000,416565400
2020-08-10,13.940000,15.450000,12.540000,13.100000,13.100000,456394400
2020-08-17,13.070000,14.690000,13.060000,14.120000,14.120000,310532400
2020-08-24,14.630000,20.969999,14.310000,18.500000,18.500000,1116942700
2020-08-31,17.190001,21.049999,15.610000,17.980000,17.980000,809404500
2020-09-07,17.170000,18.719999,16.510000,17.969999,17.969999,315666300
2020-09-14,18.180000,20.250000,17.900000,19.410000,19.410000,347608500
2020-09-21,19.049999,19.450001,16.750000,18.320000,18.320000,322790300
2020-09-28,18.879999,22.590000,18.430000,21.180000,21.180000,561092700
2020-10-05,21.660000,22.450001,20.600000,21.469999,21.469999,308205500
2020-10-09,21.620001,21.740000,21.320000,21.469999,21.469999,36672844
